"STATISTIC","Statistic Label","TLIST(M1)","Month","C01409V03262","Type of Material","UNIT","VALUE"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201502","2015 February","66161","Rough timber (softwood)","Base 2015=100","99.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201502","2015 February","66162","Rough timber (hardwood)","Base 2015=100","100.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201502","2015 February","671","Machined, treated engineered timber","Base 2015=100","102.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201502","2015 February","67161","Other treated timber","Base 2015=100","104.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201502","2015 February","67162","Wooden windows and doors","Base 2015=100","99.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201502","2015 February","68","Bituminous macadam, asphalt and bituminous emulsions","Base 2015=100","95.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201502","2015 February","681","Bituminous macadam and asphalt","Base 2015=100","94.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201502","2015 February","682","Bituminous emulsions","Base 2015=100","101.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201502","2015 February","691","Electrical fittings","Base 2015=100","98.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201502","2015 February","69162","Lighting equipment","Base 2015=100","96"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201502","2015 February","69163","Protection and communication equipment","Base 2015=100","100.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201502","2015 February","70","All other materials","Base 2015=100","99.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201502","2015 February","700","Plumbing materials including sanitary ware","Base 2015=100","98.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201502","2015 February","701","HVAC (heating and ventilation equipment)","Base 2015=100","99.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201502","2015 February","702","Insulating materials","Base 2015=100","99.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201502","2015 February","703","Pipes and fittings","Base 2015=100","98.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201502","2015 February","70371","PVC pipes and fittings","Base 2015=100","98.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201502","2015 February","70372","Copper pipes and fittings","Base 2015=100","98.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201502","2015 February","704","Plaster","Base 2015=100","98.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201502","2015 February","705","Paints, oils and varnishes","Base 2015=100","100.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201502","2015 February","706","Glass","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201502","2015 February","708","All other metal fittings","Base 2015=100","99.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201502","2015 February","709","All other products","Base 2015=100","99.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","-","Materials","Base 2015=100","99.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","601","Stone, sand and gravel","Base 2015=100","98.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","60161","Sand and gravel","Base 2015=100","97.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","60162","Stone","Base 2015=100","98.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","611","Cement","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","621","Ready mixed mortar and concrete","Base 2015=100","100.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","631","Concrete blocks and bricks","Base 2015=100","99"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","64","Other concrete products including precast","Base 2015=100","99.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","64261","Other concrete products (excluding precast concrete)","Base 2015=100","99.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","64262","Precast concrete","Base 2015=100","98.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","65","Structural steel and reinforcing metal","Base 2015=100","99.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","651","Structural steel","Base 2015=100","98.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","65161","Other structural steel","Base 2015=100","100.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","65162","Structural steel fabricated metal","Base 2015=100","97.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","652","Reinforcing metal","Base 2015=100","100.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","653","Other steel products","Base 2015=100","100.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","661","Rough timber (including plain sawn)","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","66161","Rough timber (softwood)","Base 2015=100","99.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","66162","Rough timber (hardwood)","Base 2015=100","100.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","671","Machined, treated engineered timber","Base 2015=100","102.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","67161","Other treated timber","Base 2015=100","104.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","67162","Wooden windows and doors","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","68","Bituminous macadam, asphalt and bituminous emulsions","Base 2015=100","101.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","681","Bituminous macadam and asphalt","Base 2015=100","101.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","682","Bituminous emulsions","Base 2015=100","104"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","691","Electrical fittings","Base 2015=100","99.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","69162","Lighting equipment","Base 2015=100","100.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","69163","Protection and communication equipment","Base 2015=100","100.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","70","All other materials","Base 2015=100","99.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","700","Plumbing materials including sanitary ware","Base 2015=100","98.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","701","HVAC (heating and ventilation equipment)","Base 2015=100","99.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","702","Insulating materials","Base 2015=100","99.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","703","Pipes and fittings","Base 2015=100","99.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","70371","PVC pipes and fittings","Base 2015=100","100.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","70372","Copper pipes and fittings","Base 2015=100","98.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","704","Plaster","Base 2015=100","98.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","705","Paints, oils and varnishes","Base 2015=100","100.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","706","Glass","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","708","All other metal fittings","Base 2015=100","99.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201503","2015 March","709","All other products","Base 2015=100","99.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","-","Materials","Base 2015=100","99.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","601","Stone, sand and gravel","Base 2015=100","99.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","60161","Sand and gravel","Base 2015=100","106.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","60162","Stone","Base 2015=100","98.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","611","Cement","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","621","Ready mixed mortar and concrete","Base 2015=100","99.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","631","Concrete blocks and bricks","Base 2015=100","99.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","64","Other concrete products including precast","Base 2015=100","99.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","64261","Other concrete products (excluding precast concrete)","Base 2015=100","99.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","64262","Precast concrete","Base 2015=100","98.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","65","Structural steel and reinforcing metal","Base 2015=100","99.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","651","Structural steel","Base 2015=100","99.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","65161","Other structural steel","Base 2015=100","100.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","65162","Structural steel fabricated metal","Base 2015=100","99.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","652","Reinforcing metal","Base 2015=100","100.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","653","Other steel products","Base 2015=100","100.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","661","Rough timber (including plain sawn)","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","66161","Rough timber (softwood)","Base 2015=100","99.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","66162","Rough timber (hardwood)","Base 2015=100","100.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","671","Machined, treated engineered timber","Base 2015=100","102.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","67161","Other treated timber","Base 2015=100","104.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","67162","Wooden windows and doors","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","68","Bituminous macadam, asphalt and bituminous emulsions","Base 2015=100","96.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","681","Bituminous macadam and asphalt","Base 2015=100","96.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","682","Bituminous emulsions","Base 2015=100","101.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","691","Electrical fittings","Base 2015=100","99.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","69162","Lighting equipment","Base 2015=100","100.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","69163","Protection and communication equipment","Base 2015=100","100.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","70","All other materials","Base 2015=100","99.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","700","Plumbing materials including sanitary ware","Base 2015=100","98.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","701","HVAC (heating and ventilation equipment)","Base 2015=100","99.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","702","Insulating materials","Base 2015=100","99.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","703","Pipes and fittings","Base 2015=100","101"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","70371","PVC pipes and fittings","Base 2015=100","100.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","70372","Copper pipes and fittings","Base 2015=100","101.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","704","Plaster","Base 2015=100","99.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","705","Paints, oils and varnishes","Base 2015=100","99.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","706","Glass","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","708","All other metal fittings","Base 2015=100","99.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201504","2015 April","709","All other products","Base 2015=100","99.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","-","Materials","Base 2015=100","100.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","601","Stone, sand and gravel","Base 2015=100","100.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","60161","Sand and gravel","Base 2015=100","103.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","60162","Stone","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","611","Cement","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","621","Ready mixed mortar and concrete","Base 2015=100","99.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","631","Concrete blocks and bricks","Base 2015=100","99.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","64","Other concrete products including precast","Base 2015=100","99.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","64261","Other concrete products (excluding precast concrete)","Base 2015=100","99.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","64262","Precast concrete","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","65","Structural steel and reinforcing metal","Base 2015=100","99.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","651","Structural steel","Base 2015=100","99.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","65161","Other structural steel","Base 2015=100","99.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","65162","Structural steel fabricated metal","Base 2015=100","99.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","652","Reinforcing metal","Base 2015=100","100.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","653","Other steel products","Base 2015=100","100.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","661","Rough timber (including plain sawn)","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","66161","Rough timber (softwood)","Base 2015=100","99.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","66162","Rough timber (hardwood)","Base 2015=100","100.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","671","Machined, treated engineered timber","Base 2015=100","102.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","67161","Other treated timber","Base 2015=100","104.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","67162","Wooden windows and doors","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","68","Bituminous macadam, asphalt and bituminous emulsions","Base 2015=100","102.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","681","Bituminous macadam and asphalt","Base 2015=100","102.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","682","Bituminous emulsions","Base 2015=100","102.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","691","Electrical fittings","Base 2015=100","100.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","69162","Lighting equipment","Base 2015=100","100.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","69163","Protection and communication equipment","Base 2015=100","100.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","70","All other materials","Base 2015=100","100.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","700","Plumbing materials including sanitary ware","Base 2015=100","100.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","701","HVAC (heating and ventilation equipment)","Base 2015=100","99.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","702","Insulating materials","Base 2015=100","99.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","703","Pipes and fittings","Base 2015=100","101.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","70371","PVC pipes and fittings","Base 2015=100","100.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","70372","Copper pipes and fittings","Base 2015=100","101.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","704","Plaster","Base 2015=100","99.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","705","Paints, oils and varnishes","Base 2015=100","99.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","706","Glass","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","708","All other metal fittings","Base 2015=100","99.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201505","2015 May","709","All other products","Base 2015=100","100.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","-","Materials","Base 2015=100","100.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","601","Stone, sand and gravel","Base 2015=100","103.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","60161","Sand and gravel","Base 2015=100","100.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","60162","Stone","Base 2015=100","104.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","611","Cement","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","621","Ready mixed mortar and concrete","Base 2015=100","100.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","631","Concrete blocks and bricks","Base 2015=100","100.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","64","Other concrete products including precast","Base 2015=100","99.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","64261","Other concrete products (excluding precast concrete)","Base 2015=100","99.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","64262","Precast concrete","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","65","Structural steel and reinforcing metal","Base 2015=100","99.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","651","Structural steel","Base 2015=100","99.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","65161","Other structural steel","Base 2015=100","99.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","65162","Structural steel fabricated metal","Base 2015=100","99.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","652","Reinforcing metal","Base 2015=100","100.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","653","Other steel products","Base 2015=100","100.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","661","Rough timber (including plain sawn)","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","66161","Rough timber (softwood)","Base 2015=100","99.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","66162","Rough timber (hardwood)","Base 2015=100","100.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","671","Machined, treated engineered timber","Base 2015=100","102.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","67161","Other treated timber","Base 2015=100","104.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","67162","Wooden windows and doors","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","68","Bituminous macadam, asphalt and bituminous emulsions","Base 2015=100","101.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","681","Bituminous macadam and asphalt","Base 2015=100","101.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","682","Bituminous emulsions","Base 2015=100","103.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","691","Electrical fittings","Base 2015=100","100.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","69162","Lighting equipment","Base 2015=100","100.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","69163","Protection and communication equipment","Base 2015=100","100.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","70","All other materials","Base 2015=100","100.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","700","Plumbing materials including sanitary ware","Base 2015=100","100.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","701","HVAC (heating and ventilation equipment)","Base 2015=100","99.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","702","Insulating materials","Base 2015=100","99.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","703","Pipes and fittings","Base 2015=100","101.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","70371","PVC pipes and fittings","Base 2015=100","100.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","70372","Copper pipes and fittings","Base 2015=100","101.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","704","Plaster","Base 2015=100","100.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","705","Paints, oils and varnishes","Base 2015=100","99.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","706","Glass","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","708","All other metal fittings","Base 2015=100","99.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201506","2015 June","709","All other products","Base 2015=100","100.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201507","2015 July","-","Materials","Base 2015=100","100.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201507","2015 July","601","Stone, sand and gravel","Base 2015=100","103"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201507","2015 July","60161","Sand and gravel","Base 2015=100","100.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201507","2015 July","60162","Stone","Base 2015=100","103.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201507","2015 July","611","Cement","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201507","2015 July","621","Ready mixed mortar and concrete","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201507","2015 July","631","Concrete blocks and bricks","Base 2015=100","101"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201507","2015 July","64","Other concrete products including precast","Base 2015=100","100.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201507","2015 July","64261","Other concrete products (excluding precast concrete)","Base 2015=100","100.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201507","2015 July","64262","Precast concrete","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201507","2015 July","65","Structural steel and reinforcing metal","Base 2015=100","100.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201507","2015 July","651","Structural steel","Base 2015=100","101.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201507","2015 July","65161","Other structural steel","Base 2015=100","99.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201507","2015 July","65162","Structural steel fabricated metal","Base 2015=100","101.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201507","2015 July","652","Reinforcing metal","Base 2015=100","100"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201507","2015 July","653","Other steel products","Base 2015=100","100.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201507","2015 July","661","Rough timber (including plain sawn)","Base 2015=100","100.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201507","2015 July","66161","Rough timber (softwood)","Base 2015=100","100.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","201507","2015 July","66162","Rough timber (hardwood)","Base 2015=100","100.3"
